,net
436,0.0197999999999999
437,-0.0035999999999999
438,0.011
439,0.0093999999999999
440,0.011
441,0.0346
442,0.0346
443,0.011
444,0.0055999999999999
445,-0.0027999999999999
446,-0.0166999999999999
447,0.0346
448,-0.0039
449,0.0346
450,-0.0257
451,-0.0146999999999999
452,0.0346
453,0.0036
454,0.0098999999999999
455,-0.0135
456,0.0172
457,0.0041999999999999
458,0.0141999999999999
459,0.0346
460,0.0075999999999999
461,0.0346
462,-0.0087
463,0.0346
464,0.0075999999999999
465,0.0075
466,0.0050999999999999
467,-0.024
468,-0.0135
469,-0.0042999999999999
470,-0.0005999999999999
471,0.0097
472,-9.9999999999989e-05
473,-0.0002999999999999
474,0.0346
475,0.0346
476,-0.0257
477,-0.0193999999999999
478,0.0139
479,0.014
480,0.0075
481,-0.024
482,0.0005
483,0.0093999999999999
484,-9.9999999999989e-05
485,-0.0005999999999999
486,-0.0166999999999999
487,0.0182
488,0.0095999999999999
489,-0.0002999999999999
490,-0.0244999999999999
491,-9.9999999999989e-05
492,-0.0103999999999999
493,0.0346
494,0.0112999999999999
495,-9.9999999999989e-05
496,-9.9999999999989e-05
497,0.0093999999999999
498,-0.0135
499,0.0186999999999999
500,0.0175
501,-0.007
502,0.0045
503,-0.0098999999999999
504,-0.0103999999999999
505,0.0197999999999999
506,-0.008
507,-0.021
508,0.0098999999999999
509,-0.0027999999999999
510,-0.0135
511,0.0095999999999999
512,-0.0135
513,-0.0326
514,-0.0042999999999999
515,0.0346
516,0.0075999999999999
517,-0.0084
518,0.0417
519,0.0036
520,0.0346
521,-0.0161999999999999
522,0.0082999999999999
523,0.0013
524,0.0036
525,-0.0135
526,0.0
527,0.0093999999999999
528,0.0346
529,-0.0135
530,0.0098999999999999
531,0.0493
532,0.0346
533,-0.0045
534,0.0043999999999999
535,-0.0166999999999999
536,0.0098999999999999
537,0.0346
538,-0.0104
539,0.0346
540,-0.008
541,-0.0009
542,-0.0126
543,-0.0244999999999999
544,0.0082999999999999
545,0.0139
546,-0.0089
547,0.0346
548,-0.0045
549,-0.0348999999999999
550,0.0055999999999999
551,0.0093999999999999
552,0.0346
553,0.0186999999999999
554,0.0098999999999999
555,0.0346
556,-0.0039
557,-9.9999999999989e-05
558,0.0346
559,0.0416
560,0.0045
561,0.0346
562,0.0015999999999999
563,0.0101999999999999
564,-0.0002999999999999
565,0.0097
566,0.0140999999999999
567,0.0493
568,-0.024
569,0.0093999999999999
570,0.0182
571,-0.0098999999999999
572,-0.0141999999999999
573,-0.0036999999999999
574,-0.0004
575,0.0105
576,0.011
577,-0.0112999999999999
578,0.0493
579,0.0050999999999999
580,0.0346
581,0.0111999999999999
582,0.0252999999999999
583,-0.0326
584,0.0093999999999999
585,0.0046999999999999
586,-0.0267999999999999
587,0.0075999999999999
588,-0.0005999999999999
589,-0.0102999999999999
590,0.0139
591,0.0075
592,-0.0045
593,0.0082999999999999
594,-0.0135
595,0.0175
596,-0.0396
597,-0.0027999999999999
598,-0.024
599,0.0346
600,-0.0102999999999999
601,-0.0104
602,-0.0145
603,0.0346
604,-0.007
605,0.0346
606,0.0182
607,0.0179
608,-0.0135
609,0.0346
610,0.0082999999999999
611,0.0075
612,0.008
613,0.0135
614,0.011
615,0.0339999999999999
616,-0.0036999999999999
617,0.0105
618,0.0222999999999999
619,-0.0230999999999999
620,-0.021
621,-0.0267999999999999
622,0.0346
623,0.0093999999999999
624,0.0346
625,-0.0102999999999999
626,0.0172
627,-0.0074
628,-0.024
629,0.0036
630,0.0346
631,0.014
632,0.011
633,-0.0135
634,0.0097
635,0.0416
636,0.0346
637,0.0346
638,-0.015
639,0.0057999999999999
640,0.0346
641,-0.0348999999999999
642,0.0346
643,-0.0039
644,-0.0004
645,-0.0126
646,0.0416
647,0.0346
648,0.0055999999999999
649,0.0036
650,-0.0146999999999999
651,0.0182
652,0.0399999999999999
653,0.0346
654,-0.024
655,-0.0166999999999999
656,0.0041999999999999
657,0.0346
658,0.011
659,0.002
660,0.0045
661,0.0139
662,0.0093999999999999
663,0.0135
664,-0.008
665,-0.0112999999999999
666,-0.0005999999999999
667,0.0346
668,0.0172
669,-0.0326
670,-0.0089
671,0.0135
672,0.0030999999999999
673,-0.0045
674,0.0082999999999999
675,0.0111999999999999
676,0.0346
677,-9.9999999999989e-05
678,-0.007
679,-0.0102999999999999
680,0.0082999999999999
681,-0.0135
682,0.0399999999999999
683,-0.0089
684,-0.024
685,-0.0267999999999999
686,0.0417
687,0.0339999999999999
688,0.0346
689,-0.0348999999999999
690,-0.0057
691,0.011
692,-0.0244999999999999
693,0.0005
694,0.0093999999999999
695,-0.0326
696,0.011
697,-0.0087
698,-0.0084
699,0.0093999999999999
700,-0.0078999999999999
701,0.0346
702,0.0346
703,-0.007
704,0.0182
705,-0.0102999999999999
706,-0.0045
707,-0.0135
708,0.0346
709,0.0097
710,-0.0211
711,-0.0146
712,-0.0244999999999999
713,-0.0084
714,-0.0135
715,-0.0045
716,0.0055999999999999
717,0.0346
718,0.0093999999999999
719,-0.0098999999999999
720,-0.0089
721,0.0222999999999999
722,-9.9999999999989e-05
723,-0.0326
724,-0.0244999999999999
725,0.0081999999999999
726,0.0346
727,0.011
728,-0.0045
729,0.0111999999999999
730,0.0082999999999999
731,-0.0009
732,-0.0032
733,0.0095999999999999
734,-0.0089
735,0.014
736,0.0186999999999999
737,-0.0135
738,0.0139
739,-0.0102999999999999
740,0.0346
741,0.0493
742,0.0095999999999999
743,-0.0326
744,-0.0348999999999999
745,-0.0146
746,0.0346
747,0.0057999999999999
748,0.0493
749,0.0346
750,-0.0104
751,-0.0057
752,-9.9999999999989e-05
753,-9.9999999999989e-05
754,0.0339999999999999
755,0.0346
756,0.0339999999999999
757,0.0339999999999999
758,0.0093999999999999
759,0.0057999999999999
760,0.0112999999999999
761,0.0065999999999999
762,0.0093999999999999
763,0.0030999999999999
764,0.0346
765,0.0075999999999999
766,0.0065999999999999
767,-0.0161999999999999
768,-0.0145
769,-0.0262
770,0.0065999999999999
771,-0.0036999999999999
772,0.0112999999999999
773,0.0101999999999999
774,-9.9999999999989e-05
775,-9.9999999999989e-05
776,0.0179
777,0.002
778,-0.007
779,0.0013
780,-0.0145
781,-0.0102999999999999
782,-0.024
783,0.0081999999999999
784,-0.0112999999999999
785,0.0346
786,-0.0032
787,0.0098999999999999
788,-9.9999999999989e-05
789,0.011
790,0.0081999999999999
791,-0.0161999999999999
792,0.011
793,0.0135
794,-0.0005999999999999
795,0.0065999999999999
796,-0.008
797,0.002
798,-0.007
799,-0.0161999999999999
800,0.0055999999999999
801,0.0416
802,0.0021
803,0.0015999999999999
804,-0.0089
805,-0.0166999999999999
806,0.0097
807,-0.0102999999999999
808,-9.9999999999989e-05
809,0.0346
810,0.0112999999999999
811,0.0045
812,-0.0141999999999999
813,-0.021
814,-0.0039
815,-0.0009
816,-0.0145
817,0.0075
818,-9.9999999999989e-05
819,0.002
820,-0.0087
821,0.0346
822,0.0065999999999999
823,0.0182
824,-0.0112999999999999
825,0.0252999999999999
826,0.0416
827,0.0343
828,0.0036
829,-0.0036999999999999
830,0.0346
831,0.0030999999999999
832,0.0339999999999999
833,0.0075999999999999
834,0.0346
835,-0.0004
836,-0.0348999999999999
837,-0.0244999999999999
838,-0.0002999999999999
839,-0.0035999999999999
840,-0.0135
841,0.0141999999999999
842,-0.0230999999999999
843,0.0346
844,0.0081999999999999
845,0.0346
846,0.0093999999999999
847,-0.0135
848,-0.0103999999999999
849,0.0082999999999999
850,0.0075
851,-0.0326
852,0.0139
853,-0.0244999999999999
854,0.0098999999999999
855,-0.0078999999999999
856,-0.007
857,0.0
858,0.0346
859,0.0075
860,0.0346
861,-0.0244999999999999
862,0.0346
863,0.0005
864,-0.0161999999999999
865,0.014
866,-0.024
867,0.0005
868,-0.0057
869,0.0075
870,0.0179
871,0.0346
872,0.011
873,0.011
874,0.0135
875,0.0222999999999999
876,0.0399999999999999
877,0.0493
878,0.0175
879,-9.9999999999989e-05
880,-0.0004
881,-0.0045
882,-0.0166999999999999
883,0.011
884,-0.0267999999999999
885,-0.0004
886,0.0021
887,-0.0141999999999999
888,-0.0396
889,-0.0257
890,-0.024
891,-0.007
892,-0.0102999999999999
893,-0.0009
894,0.0081999999999999
895,0.0082999999999999
896,0.0135
897,-0.0135
898,0.0021
899,0.014
900,-0.0103999999999999
901,0.0346
902,-0.0084
903,0.0182
904,-0.024
905,0.0346
906,-0.0348999999999999
907,0.0075999999999999
908,0.0186999999999999
909,-0.0135
910,-0.0126
911,0.0055999999999999
912,0.0346
913,0.0197999999999999
914,0.0097
915,-0.0087
916,0.0346
917,0.0172
918,0.0013
919,0.0346
920,0.0135
921,0.0346
922,-0.0146999999999999
923,0.0346
924,0.0093999999999999
925,-0.0262
926,0.0346
927,0.0346
928,0.0005
929,0.0175
930,-9.9999999999989e-05
931,-0.0126
932,0.0222999999999999
933,0.0075999999999999
934,-0.0039
935,0.0135
936,0.0346
937,-0.0035999999999999
938,0.0493
939,-0.0161999999999999
940,0.0036999999999999
941,-0.0135
942,0.0082999999999999
943,-0.0257
944,0.0082999999999999
945,-0.0074
946,0.0346
947,-0.0135
948,0.0141999999999999
949,-0.0145
950,0.0139
951,-0.024
952,-0.0135
953,-9.9999999999989e-05
954,-0.0146999999999999
955,-0.0036999999999999
956,0.0030999999999999
957,0.0082999999999999
958,0.0343
959,0.0105
960,0.0182
961,0.0182
962,-0.0039
963,0.0416
964,0.0343
965,-9.9999999999989e-05
966,-0.024
967,-0.0102999999999999
968,0.0346
969,-0.0103999999999999
970,0.0057999999999999
971,-0.0126
972,-0.0027999999999999
973,-9.9999999999989e-05
974,0.0041999999999999
975,0.0416
976,0.0346
977,-0.0326
978,-0.024
979,0.0065999999999999
980,-0.0112999999999999
981,0.0346
982,0.0043999999999999
983,0.0493
984,-0.0045
985,-0.0009
986,0.0339999999999999
987,-0.0098999999999999
988,-0.0084
989,0.0081999999999999
990,-0.0161999999999999
991,-0.0262
992,0.0346
993,-0.0146999999999999
994,0.0186999999999999
995,-9.9999999999989e-05
996,0.0098999999999999
997,0.0081999999999999
998,-0.0045
999,-0.0104
1000,-0.0326
1001,-9.9999999999989e-05
1002,-0.0102999999999999
1003,0.0346
1004,-0.0244999999999999
1005,-0.0126
1006,-0.0009
1007,0.0416
1008,0.0098999999999999
1009,0.0134
1010,0.0045
1011,0.0346
1012,0.0493
1013,-0.0002999999999999
1014,-0.0262
1015,-0.0135
1016,0.0135
1017,-0.0057
1018,0.0045
1019,0.0416
1020,0.0140999999999999
1021,0.0175
1022,0.0493
1023,0.0346
1024,0.0416
1025,0.0346
1026,-0.0042999999999999
1027,0.0182
1028,0.0346
1029,-0.0244999999999999
1030,-0.0230999999999999
1031,-0.0098999999999999
1032,0.0346
1033,-0.0102999999999999
1034,0.0005
1035,0.0175
1036,-0.0009
1037,0.0346
1038,0.014
1039,-0.0135
1040,0.011
1041,0.0346
1042,-0.0098999999999999
1043,0.0140999999999999
1044,0.0417
1045,0.0075999999999999
1046,-0.0004
1047,0.002
1048,0.0111999999999999
1049,-0.0002999999999999
1050,0.0111999999999999
1051,0.0346
1052,0.0339999999999999
1053,0.0346
1054,-0.0326
1055,-0.0326
1056,0.0075999999999999
1057,-0.0161999999999999
1058,0.0493
1059,0.0041999999999999
1060,0.0045
1061,0.0050999999999999
1062,-0.0004
1063,-0.0146999999999999
1064,-0.0141999999999999
1065,0.0346
1066,0.0082999999999999
1067,0.0093999999999999
1068,0.0081999999999999
1069,0.0416
1070,-0.0074
1071,-0.0141999999999999
1072,0.0140999999999999
1073,0.011
1074,-0.021
1075,-0.0396
1076,-0.0087
1077,0.014
1078,-0.0087
1079,-0.0102999999999999
1080,-0.0042999999999999
1081,-0.0135
1082,-0.0089
1083,0.0346
1084,0.0005
1085,0.0075999999999999
1086,0.0493
1087,-0.0102999999999999
1088,0.0346
1089,-9.9999999999989e-05
1090,-0.0102999999999999
1091,-0.0257
1092,0.0346
1093,-0.0036999999999999
1094,0.0416
1095,-0.0016
1096,0.0082999999999999
1097,0.0346
1098,0.0111999999999999
1099,-0.0348999999999999
1100,-0.0002999999999999
1101,-0.0102999999999999
1102,0.0134
1103,-0.0166999999999999
1104,0.0346
1105,-0.0009
1106,0.0346
1107,-0.0036999999999999
1108,-0.0039
1109,0.0081999999999999
1110,0.011
1111,0.0093999999999999
1112,-0.0267999999999999
1113,0.0179
1114,0.011
1115,-0.0078999999999999
1116,-0.0009
1117,0.0046999999999999
1118,0.011
1119,0.0141999999999999
1120,0.0043999999999999
1121,-0.0036999999999999
1122,0.0098999999999999
1123,0.0021
1124,-0.0002999999999999
1125,-0.0074
1126,0.0075999999999999
1127,-0.0135
1128,-0.0326
1129,0.0416
1130,0.0082999999999999
1131,-0.0135
1132,-0.0262
1133,0.0101999999999999
1134,-0.0326
1135,-0.0084
1136,0.0075
1137,0.0346
1138,-0.0098999999999999
1139,-0.0039
1140,0.0093999999999999
1141,-0.0135
1142,-0.0042999999999999
1143,0.0182
1144,-0.0045
1145,0.0346
1146,-9.9999999999989e-05
1147,0.0050999999999999
1148,-9.9999999999989e-05
1149,0.0346
1150,0.0093999999999999
1151,-0.0045
1152,0.0081999999999999
1153,0.0112999999999999
1154,0.0005
1155,0.014
1156,-0.0193999999999999
1157,0.0346
1158,0.0182
1159,0.0186999999999999
1160,-0.0146999999999999
1161,-0.0262
1162,0.0043999999999999
1163,-0.0244999999999999
1164,-0.0039
1165,-0.0102999999999999
1166,0.0050999999999999
1167,0.0186999999999999
1168,0.0346
1169,0.0252999999999999
1170,0.0417
1171,0.0346
1172,0.0134
1173,-0.0146999999999999
1174,-0.0103999999999999
1175,0.0112999999999999
1176,-0.0166999999999999
1177,0.0050999999999999
1178,-0.0057
1179,0.0135
1180,0.0179
1181,-0.0396
1182,-0.0326
1183,0.0082999999999999
1184,0.0416
1185,0.0057999999999999
1186,0.0346
1187,0.0139
1188,0.0082999999999999
1189,0.0339999999999999
1190,0.0346
1191,0.0041999999999999
1192,0.0182
1193,0.0015999999999999
1194,-0.0042999999999999
1195,-0.0035999999999999
1196,-0.008
1197,-0.0045
1198,-0.0103999999999999
1199,-9.9999999999989e-05
1200,0.0493
1201,0.0346
1202,-0.0036999999999999
1203,0.008
1204,0.0082999999999999
1205,0.0041999999999999
1206,-0.0193999999999999
1207,-0.0104
1208,0.0346
1209,0.0346
1210,0.0082999999999999
1211,0.0141999999999999
1212,-0.0039
1213,-0.0230999999999999
1214,0.0055999999999999
1215,0.014
1216,-0.008
1217,-0.0004
1218,0.0416
1219,0.0346
1220,-0.0146999999999999
1221,-0.0103999999999999
1222,0.0082999999999999
1223,0.0346
1224,0.0097
1225,0.002
1226,0.008
1227,0.0097
1228,0.0055999999999999
1229,-0.0045
1230,0.0036
1231,0.0346
1232,0.0015999999999999
1233,0.0050999999999999
1234,0.0346
1235,-0.0005999999999999
1236,0.0075999999999999
1237,-0.0326
1238,-0.0045
1239,0.0081999999999999
1240,0.0055999999999999
1241,-0.0035999999999999
1242,0.0065999999999999
1243,0.0093999999999999
1244,-0.0009
1245,0.0346
1246,-0.0135
1247,-0.007
1248,-0.0009
1249,0.0095999999999999
1250,0.0346
1251,-0.0135
1252,-0.0112999999999999
1253,-0.0039
1254,0.0065999999999999
1255,-0.0027999999999999
1256,0.0346
1257,0.0098999999999999
1258,0.0013
1259,0.0135
1260,-0.0102999999999999
1261,-0.0145
1262,0.0346
1263,0.0105
1264,-0.0145
1265,-0.0348999999999999
1266,0.0112999999999999
1267,0.0075999999999999
1268,0.0075999999999999
1269,0.0346
1270,-0.0039
1271,0.0182
1272,-0.0098999999999999
1273,0.0346
1274,0.0101999999999999
1275,0.0135
1276,0.0416
1277,-0.0262
1278,-0.0112999999999999
1279,-9.9999999999989e-05
1280,-0.0135
1281,-0.021
1282,0.0346
1283,0.0015999999999999
1284,-0.024
1285,-0.0087
1286,0.0041999999999999
1287,0.002
1288,-0.0102999999999999
1289,-9.9999999999989e-05
1290,0.0112999999999999
1291,0.0140999999999999
1292,0.0346
1293,0.0057999999999999
1294,0.0030999999999999
1295,0.0416
1296,-0.0036999999999999
1297,-0.0267999999999999
1298,-0.0103999999999999
1299,0.0021
1300,0.0252999999999999
1301,0.011
1302,0.011
1303,0.0346
1304,-0.0036999999999999
1305,-0.0135
1306,0.0043999999999999
1307,0.014
1308,-0.0002999999999999
1309,-0.0102999999999999
1310,0.0093999999999999
1311,-0.0230999999999999
1312,-0.008
1313,0.0030999999999999
1314,-0.0087
1315,0.0050999999999999
1316,-0.008
1317,-0.0103999999999999
1318,0.0098999999999999
1319,0.0105
1320,-0.0087
1321,0.0343
1322,0.0493
1323,-0.0103999999999999
1324,-0.0244999999999999
1325,0.0081999999999999
1326,-0.0145
1327,-0.0161999999999999
1328,-0.0027999999999999
1329,-0.0145
1330,0.0043999999999999
1331,-0.0039
1332,0.0098999999999999
1333,0.0139
1334,0.0346
1335,0.0043999999999999
1336,-0.0211
1337,0.0339999999999999
1338,0.0172
1339,0.0112999999999999
1340,-0.0102999999999999
1341,-0.0057
1342,0.0093999999999999
1343,0.0101999999999999
1344,-0.024
1345,0.0346
1346,0.0097
1347,-0.0104
1348,-0.0039
1349,-0.0112999999999999
1350,-0.0230999999999999
1351,-0.0036999999999999
1352,0.0046999999999999
1353,0.0416
1354,0.0416
1355,-0.0135
1356,-0.0002999999999999
1357,0.0346
1358,-0.0036999999999999
1359,-0.0098999999999999
1360,0.011
1361,-0.0084
1362,-0.0087
1363,0.0417
1364,-0.0112999999999999
1365,-0.0002999999999999
1366,0.0166
1367,0.011
1368,0.0166
1369,-0.021
1370,0.0346
1371,0.0172
1372,0.0343
1373,-0.0326
1374,0.0139
1375,-0.0104
1376,0.0346
1377,-0.0145
1378,0.0043999999999999
1379,-0.0244999999999999
1380,-0.0135
1381,0.0140999999999999
1382,0.0182
1383,-0.0135
1384,0.0
1385,-0.021
1386,0.0093999999999999
1387,-0.008
1388,0.0081999999999999
1389,-0.0141999999999999
1390,0.0346
1391,0.0065999999999999
1392,0.0081999999999999
1393,0.0346
1394,0.0111999999999999
1395,-0.0045
1396,-0.021
1397,0.011
1398,-0.0135
1399,-0.0036999999999999
1400,-0.0257
1401,-0.008
1402,0.0111999999999999
1403,-0.0036999999999999
1404,0.011
1405,0.0346
1406,-0.0102999999999999
1407,0.0111999999999999
1408,-0.0002999999999999
1409,0.0041999999999999
1410,-0.0009
1411,0.0097
1412,-0.0267999999999999
1413,0.0030999999999999
1414,-0.0103999999999999
1415,-0.0146999999999999
1416,0.0097
1417,-0.0016
1418,0.0112999999999999
1419,-0.0089
1420,0.0139
1421,-0.0146999999999999
1422,-0.0135
1423,-0.0103999999999999
1424,0.0112999999999999
1425,-0.0035999999999999
1426,0.0081999999999999
1427,-0.0016
1428,0.0399999999999999
1429,-0.0161999999999999
1430,0.0416
1431,-0.0396
1432,0.0399999999999999
1433,0.0416
1434,-0.0035999999999999
1435,-0.0035999999999999
1436,0.0186999999999999
1437,-0.008
1438,0.0339999999999999
1439,0.0346
1440,-0.0102999999999999
1441,0.0082999999999999
1442,0.0036999999999999
1443,-0.0045
1444,-0.0036999999999999
1445,-0.0267999999999999
1446,-0.0009
1447,0.0399999999999999
1448,0.0252999999999999
1449,-0.0084
1450,0.0095999999999999
1451,-0.0074
1452,0.008
1453,-0.0267999999999999
1454,-9.9999999999989e-05
1455,0.0346
1456,-0.0084
1457,-0.0104
1458,0.0101999999999999
1459,-0.0027999999999999
1460,0.0005
1461,-0.0102999999999999
1462,-0.0042999999999999
1463,0.0346
1464,0.0111999999999999
1465,-9.9999999999989e-05
1466,0.0055999999999999
1467,0.0036
1468,0.0346
1469,0.0222999999999999
1470,0.0041999999999999
1471,0.0005
1472,0.0141999999999999
1473,0.0186999999999999
1474,0.0346
1475,-0.0084
1476,-0.0112999999999999
