,net
27006,-0.0035999999999999
27007,-0.0348999999999999
27008,-0.0089
27009,-0.0045
27010,0.011
27011,0.0013
27012,-0.0257
27013,-0.0016
27014,-0.0166999999999999
27015,0.0098999999999999
27016,-0.024
27017,-0.008
27018,0.0399999999999999
27019,-0.0032
27020,0.0252999999999999
27021,0.0093999999999999
27022,-0.0035999999999999
27023,0.0041999999999999
27024,0.0081999999999999
27025,-0.0257
27026,0.0346
27027,-0.0166999999999999
27028,-0.008
27029,0.0399999999999999
27030,-0.024
27031,-0.0009
27032,-0.007
27033,-0.0045
27034,0.0416
27035,-0.0135
27036,0.002
27037,-0.0042999999999999
27038,-0.0230999999999999
27039,-0.0102999999999999
27040,0.0098999999999999
27041,-0.024
27042,0.0013
27043,0.008
27044,0.0346
27045,-0.007
27046,0.0093999999999999
27047,-0.0045
27048,-0.0211
27049,0.0093999999999999
27050,0.0093999999999999
27051,-0.021
27052,-0.0009
27053,0.0082999999999999
27054,-0.0002999999999999
27055,-0.0027999999999999
27056,-0.0098999999999999
27057,-0.0244999999999999
27058,-0.0146999999999999
27059,-0.021
27060,0.0095999999999999
27061,-0.007
27062,0.0346
27063,-0.021
27064,0.0105
27065,-0.0104
27066,0.0166
27067,0.0346
27068,-0.0004
27069,0.0098999999999999
27070,-0.0009
27071,-0.0244999999999999
27072,0.0075999999999999
27073,-0.0193999999999999
27074,0.0041999999999999
27075,-0.024
27076,0.0222999999999999
27077,-0.0098999999999999
27078,-0.0039
27079,0.0112999999999999
27080,-0.0262
27081,-0.0084
27082,-0.0042999999999999
27083,-0.0326
27084,0.0399999999999999
27085,0.0030999999999999
27086,-0.0035999999999999
27087,0.0093999999999999
27088,-0.008
27089,0.0112999999999999
27090,0.0111999999999999
27091,-0.0035999999999999
27092,-0.0084
27093,-0.0262
27094,0.0030999999999999
27095,-0.0112999999999999
27096,0.0082999999999999
27097,0.0346
27098,-0.021
27099,-0.0002999999999999
27100,0.0346
27101,-0.0027999999999999
27102,-0.0005999999999999
27103,-0.0145
27104,-0.0211
27105,-0.0004
27106,0.0140999999999999
27107,0.011
27108,-0.0135
27109,-0.0262
27110,-0.0027999999999999
27111,-9.9999999999989e-05
27112,0.0346
27113,0.0097
27114,0.0013
27115,0.0139
27116,-0.024
27117,0.0112999999999999
27118,0.0182
27119,0.0222999999999999
27120,-0.0035999999999999
27121,0.0081999999999999
27122,-0.0036999999999999
27123,0.0175
27124,-0.0084
27125,0.0093999999999999
27126,-0.0230999999999999
27127,0.0098999999999999
27128,-0.0102999999999999
27129,0.0141999999999999
27130,0.0346
27131,0.0172
27132,0.0065999999999999
27133,-0.008
27134,0.0045
27135,0.0346
27136,0.014
27137,0.0417
27138,-0.024
27139,-0.0326
27140,0.0036
27141,-0.0135
27142,0.0346
27143,0.0346
27144,0.0346
27145,-0.0193999999999999
27146,-0.0004
27147,0.011
27148,0.0252999999999999
27149,-9.9999999999989e-05
27150,-0.0016
27151,-0.0004
27152,0.0095999999999999
27153,0.0036
27154,-0.0135
27155,-0.0036999999999999
27156,-0.0146999999999999
27157,0.0036
27158,0.0339999999999999
27159,-0.0326
27160,0.0112999999999999
27161,0.011
27162,0.0097
27163,-0.0244999999999999
27164,-0.021
27165,-0.0166999999999999
27166,-0.0396
27167,0.0346
27168,0.0015999999999999
27169,-0.0057
27170,0.0399999999999999
27171,-0.0039
27172,-0.0135
27173,0.0346
27174,0.0082999999999999
27175,0.011
27176,-0.008
27177,-0.0135
27178,0.0093999999999999
27179,-0.021
27180,0.0098999999999999
27181,-0.0230999999999999
27182,0.0
27183,-9.9999999999989e-05
27184,0.0416
27185,0.0182
27186,0.011
27187,-0.0036999999999999
27188,0.0013
27189,0.0105
27190,-0.024
27191,-0.0135
27192,0.0346
27193,-0.0036999999999999
27194,-0.0089
27195,0.0346
27196,-0.0135
27197,-0.0089
27198,0.0075999999999999
27199,0.0493
27200,-0.0084
27201,-0.007
27202,0.0082999999999999
27203,0.0222999999999999
27204,0.0346
27205,0.0416
27206,-0.0135
27207,-0.0135
27208,-0.024
27209,-9.9999999999989e-05
27210,0.011
27211,-0.008
27212,0.0346
27213,0.0346
27214,0.0346
27215,-0.0244999999999999
27216,0.0065999999999999
27217,0.0416
27218,0.011
27219,0.0101999999999999
27220,0.0111999999999999
27221,0.0346
27222,0.0093999999999999
27223,-0.0244999999999999
27224,0.0346
27225,-0.0102999999999999
27226,0.008
27227,0.0097
27228,-0.0005999999999999
27229,-0.0146999999999999
27230,0.0065999999999999
27231,0.0101999999999999
27232,0.0097
27233,-0.0257
27234,-0.0103999999999999
27235,-0.0036999999999999
27236,0.0
27237,0.011
27238,-0.0161999999999999
27239,0.0082999999999999
27240,-0.0057
27241,0.0141999999999999
27242,-0.0135
27243,0.0346
27244,0.0098999999999999
27245,-0.008
27246,-0.0126
27247,0.011
27248,0.0252999999999999
27249,0.0346
27250,0.0057999999999999
27251,-0.0326
27252,-0.0135
27253,0.011
27254,-0.024
27255,-0.007
27256,0.0399999999999999
27257,0.0139
27258,0.0346
27259,0.011
27260,0.0197999999999999
27261,-0.0161999999999999
27262,0.0346
27263,0.0346
27264,0.0186999999999999
27265,-0.0042999999999999
27266,-0.0135
27267,-0.0087
27268,-0.0244999999999999
27269,0.0050999999999999
27270,-0.0146999999999999
27271,-0.0262
27272,-0.0161999999999999
27273,-0.021
27274,-0.0045
27275,-0.0036999999999999
27276,0.0346
27277,0.0015999999999999
27278,-0.0035999999999999
27279,0.014
27280,-0.0135
27281,0.0112999999999999
27282,-0.0074
27283,-0.0326
27284,-0.0087
27285,0.0346
27286,-0.0146999999999999
27287,0.0139
27288,0.0339999999999999
27289,-0.0135
27290,0.0166
27291,0.0346
27292,-0.0262
27293,-0.0057
27294,0.0493
27295,-0.0211
27296,-0.008
27297,-9.9999999999989e-05
27298,0.0346
27299,0.0346
27300,-0.0039
27301,-0.021
27302,-0.0257
27303,0.0346
27304,0.0021
27305,-0.0135
27306,0.0346
27307,-0.0078999999999999
27308,-0.0161999999999999
27309,0.0252999999999999
27310,0.0082999999999999
27311,-0.0102999999999999
27312,-0.0035999999999999
27313,0.0186999999999999
27314,0.0346
27315,-0.0042999999999999
27316,0.0095999999999999
27317,-0.0039
27318,0.0346
27319,0.0
27320,0.0346
27321,-0.0244999999999999
27322,0.0343
27323,-0.021
27324,0.0065999999999999
27325,-0.0074
27326,-0.0084
27327,-0.0039
27328,-0.0135
27329,-0.0009
27330,0.0252999999999999
27331,-0.0036999999999999
27332,-0.0027999999999999
27333,-0.015
27334,-0.0016
27335,0.0015999999999999
27336,-0.0004
27337,-9.9999999999989e-05
27338,-0.0098999999999999
27339,0.0346
27340,0.0346
27341,0.0098999999999999
27342,-0.0084
27343,-0.0161999999999999
27344,-0.0135
27345,0.0112999999999999
27346,-0.0103999999999999
27347,-0.0087
27348,0.0065999999999999
27349,-0.0244999999999999
27350,-0.0032
27351,-0.0262
27352,0.0055999999999999
27353,0.0346
27354,0.0139
27355,0.0346
27356,-0.0074
27357,-0.0146999999999999
27358,-0.021
27359,-0.0244999999999999
27360,0.014
27361,-0.0262
27362,0.0416
27363,0.0346
27364,0.0346
27365,-0.0326
27366,0.0346
27367,-0.024
27368,0.0036
27369,-0.0016
27370,0.0036999999999999
27371,0.0105
27372,0.0172
27373,-0.0348999999999999
27374,-0.0057
27375,0.0015999999999999
27376,-0.0016
27377,-0.0104
27378,-0.0005999999999999
27379,0.0346
27380,0.0346
27381,0.0346
27382,0.0399999999999999
27383,-0.0005999999999999
27384,-0.0089
27385,0.0030999999999999
27386,-0.0005999999999999
27387,-0.0102999999999999
27388,-0.0035999999999999
27389,-0.0326
27390,0.0346
27391,-0.0141999999999999
27392,-0.0087
27393,-0.0035999999999999
27394,0.0346
27395,0.0082999999999999
27396,-0.0146
27397,-0.0135
27398,-0.0257
27399,-0.0166999999999999
27400,0.0179
27401,0.0101999999999999
27402,-0.021
27403,-0.0045
27404,-0.0002999999999999
27405,-0.0087
27406,-0.0326
27407,-0.015
27408,0.0065999999999999
27409,-0.0045
27410,-0.0135
27411,0.0346
27412,0.0346
27413,0.0493
27414,-0.0396
27415,0.0416
27416,0.0013
27417,-0.0135
27418,-0.007
27419,0.0346
27420,0.0197999999999999
27421,-0.0045
27422,-0.0267999999999999
27423,-0.0078999999999999
27424,-0.0005999999999999
27425,-0.024
27426,-0.0146999999999999
27427,0.0346
27428,0.0045
27429,0.0346
27430,-0.0039
27431,0.0493
27432,0.0182
27433,-0.007
27434,0.0045
27435,0.0252999999999999
27436,-0.0032
27437,0.0339999999999999
27438,0.0081999999999999
27439,-0.021
27440,-0.024
27441,-0.0135
27442,-0.0009
27443,0.0346
27444,-0.0078999999999999
27445,0.0043999999999999
27446,-0.0145
27447,-0.0166999999999999
27448,-0.008
27449,-0.0102999999999999
27450,0.0346
27451,0.0346
27452,0.0111999999999999
27453,-0.0211
27454,0.0346
27455,-0.0104
27456,-0.0267999999999999
27457,0.0346
27458,0.0036
27459,0.0346
27460,0.0399999999999999
27461,-0.0089
27462,-0.0230999999999999
27463,-9.9999999999989e-05
27464,-0.0267999999999999
27465,0.0346
27466,0.011
27467,0.0075999999999999
27468,-0.0230999999999999
27469,0.0417
27470,-0.0112999999999999
27471,0.0346
27472,0.0417
27473,-0.0039
27474,0.0346
27475,-0.0193999999999999
27476,0.0082999999999999
27477,-0.0084
27478,0.0179
27479,0.0339999999999999
27480,0.0105
27481,0.0172
27482,0.0346
27483,0.0346
27484,0.0346
27485,0.0346
27486,-0.008
27487,-0.0135
27488,-0.0036999999999999
27489,-0.024
27490,-9.9999999999989e-05
27491,-0.0016
27492,-0.0089
27493,-0.0027999999999999
27494,-0.021
27495,-0.021
27496,0.0346
27497,0.011
27498,-0.0112999999999999
27499,-0.0005999999999999
27500,0.0097
27501,-0.0102999999999999
27502,0.0346
27503,0.0343
27504,-0.0102999999999999
27505,0.0098999999999999
27506,-0.0045
27507,-0.024
27508,0.0197999999999999
27509,-0.021
27510,-0.0135
27511,0.0075999999999999
27512,-0.024
27513,0.0013
27514,-0.0042999999999999
27515,-0.021
27516,-0.0135
27517,-0.0230999999999999
27518,-0.0145
27519,-0.0032
27520,-0.0126
27521,-0.0326
27522,-0.0112999999999999
27523,0.014
27524,0.0141999999999999
27525,0.0135
27526,0.0105
27527,-0.0102999999999999
27528,0.0015999999999999
27529,-9.9999999999989e-05
27530,0.0346
27531,0.0013
27532,-0.0267999999999999
27533,0.0139
27534,-0.0032
27535,0.0346
27536,0.0197999999999999
27537,-0.0112999999999999
27538,-0.007
27539,-0.0145
27540,0.0346
27541,-0.0348999999999999
27542,-0.0211
27543,0.0346
27544,-0.0145
27545,-0.0262
27546,0.0175
27547,0.0075
27548,0.0082999999999999
27549,-0.0035999999999999
27550,0.0105
27551,-0.0004
27552,0.0098999999999999
27553,-0.0141999999999999
27554,0.0097
27555,0.002
27556,0.0045
27557,0.0346
27558,0.0098999999999999
27559,0.0399999999999999
27560,-0.0244999999999999
27561,-0.0396
27562,0.0186999999999999
27563,-0.024
27564,-0.0211
27565,0.0399999999999999
27566,-0.0009
27567,-0.0009
27568,-0.0045
27569,0.0075999999999999
27570,0.0416
27571,0.0182
27572,-0.007
27573,0.0399999999999999
27574,0.0105
27575,0.0036
27576,0.011
27577,0.0093999999999999
27578,0.0101999999999999
27579,0.0339999999999999
27580,0.0139
27581,0.0015999999999999
27582,0.0013
27583,-0.021
27584,-0.0166999999999999
27585,0.0075
27586,0.0346
27587,-0.0211
27588,-0.021
27589,-0.0002999999999999
27590,-0.0078999999999999
27591,0.0346
27592,0.0346
27593,0.0055999999999999
27594,0.0013
27595,0.0346
27596,0.0252999999999999
27597,0.0140999999999999
27598,-0.0161999999999999
27599,-9.9999999999989e-05
27600,0.014
27601,0.0112999999999999
27602,0.0346
27603,0.0416
27604,0.0166
27605,0.0015999999999999
27606,-0.0396
27607,0.014
27608,-9.9999999999989e-05
27609,-0.0244999999999999
27610,-0.0112999999999999
27611,0.0082999999999999
27612,-0.0102999999999999
27613,0.0343
27614,0.0075999999999999
27615,0.0179
27616,-0.0135
27617,-0.007
27618,0.0141999999999999
27619,0.0015999999999999
27620,0.0134
27621,-0.024
27622,0.0075
27623,-0.0036999999999999
27624,0.0346
27625,0.0399999999999999
27626,-0.007
27627,0.0046999999999999
27628,-0.0230999999999999
27629,0.0097
27630,-0.0267999999999999
27631,-0.007
27632,0.0179
27633,-0.0016
27634,0.0346
27635,0.0346
27636,0.011
27637,-0.0102999999999999
27638,-0.0009
27639,0.0399999999999999
27640,0.0346
27641,0.0166
27642,0.002
27643,-0.0326
27644,-0.0004
27645,0.0346
27646,-0.0042999999999999
27647,0.0182
27648,0.0093999999999999
27649,0.0
27650,0.0045
27651,0.0082999999999999
27652,-0.0126
27653,0.0046999999999999
27654,-0.0084
27655,-0.0135
27656,0.0036999999999999
27657,-0.024
27658,0.0346
27659,0.0139
27660,0.0095999999999999
27661,0.0075999999999999
27662,0.0399999999999999
27663,0.0493
27664,-0.0161999999999999
27665,-0.0098999999999999
27666,0.0346
27667,-0.0009
27668,-0.0098999999999999
27669,0.0493
27670,0.0346
27671,0.0346
27672,0.0075999999999999
27673,0.0346
27674,0.0101999999999999
27675,-0.0009
27676,0.011
27677,0.0346
27678,-0.0016
27679,-0.0230999999999999
27680,-9.9999999999989e-05
27681,-0.0089
27682,-0.0126
27683,0.0346
27684,0.0082999999999999
27685,-0.0004
27686,0.0346
27687,0.0093999999999999
27688,-0.0126
27689,-0.0009
27690,-9.9999999999989e-05
27691,0.0036999999999999
27692,-0.024
27693,-0.0035999999999999
27694,0.0417
27695,-9.9999999999989e-05
27696,-0.0257
27697,-0.0103999999999999
27698,0.0045
27699,0.0346
27700,0.0111999999999999
27701,-0.0102999999999999
27702,-0.015
27703,0.0416
27704,-0.0102999999999999
27705,0.0166
27706,0.0065999999999999
27707,0.0045
27708,-0.0102999999999999
27709,0.002
27710,0.0346
27711,0.0252999999999999
27712,-0.0166999999999999
27713,-0.0089
27714,0.0141999999999999
27715,-0.0074
27716,0.0339999999999999
27717,0.0050999999999999
27718,0.0346
27719,-0.0103999999999999
27720,0.0343
27721,-0.024
27722,0.0055999999999999
27723,0.0399999999999999
27724,0.0493
27725,0.0346
27726,0.0098999999999999
27727,0.0098999999999999
27728,-0.0039
27729,-0.0002999999999999
27730,-0.007
27731,0.0346
27732,-0.0084
27733,0.0134
27734,0.0075999999999999
27735,0.0346
27736,0.0140999999999999
27737,0.0346
27738,-0.0039
27739,-0.0005999999999999
27740,-0.0035999999999999
27741,0.0399999999999999
27742,-0.0230999999999999
27743,0.0082999999999999
27744,-0.0009
27745,0.0105
27746,0.0399999999999999
27747,0.0493
27748,-0.0135
27749,-0.0098999999999999
27750,0.0179
27751,-0.007
27752,-0.0009
27753,-0.0104
27754,-0.0145
27755,0.0346
27756,-0.0146
27757,0.0416
27758,-0.0057
27759,-0.0161999999999999
27760,-0.015
27761,0.0082999999999999
27762,-0.0005999999999999
27763,0.0013
27764,-0.0102999999999999
27765,0.0346
27766,0.011
27767,0.0252999999999999
27768,0.0346
27769,0.0346
27770,-0.0161999999999999
27771,0.0346
27772,0.0172
27773,-0.0211
27774,-0.0098999999999999
27775,0.0112999999999999
27776,-0.0326
27777,0.014
27778,0.0065999999999999
27779,-0.0112999999999999
27780,0.0139
27781,0.0175
27782,0.0493
27783,0.0346
27784,0.0416
27785,0.0050999999999999
27786,0.0041999999999999
27787,0.0139
27788,0.0081999999999999
27789,-0.0016
27790,-0.0045
27791,0.0346
27792,0.0399999999999999
27793,0.011
27794,-0.0074
27795,0.011
27796,0.0416
27797,0.0093999999999999
27798,-0.0135
27799,-0.0005999999999999
27800,-0.0161999999999999
27801,0.0005
27802,0.002
27803,0.0055999999999999
27804,0.0399999999999999
27805,0.0399999999999999
27806,0.0075999999999999
27807,-0.0087
27808,0.0175
27809,-0.0135
27810,-0.0074
27811,0.0252999999999999
27812,-9.9999999999989e-05
27813,-0.0135
27814,0.0050999999999999
27815,0.0045
27816,-0.0211
27817,0.0346
27818,-0.021
27819,-0.0009
27820,0.0346
27821,0.0346
27822,-0.008
27823,0.0346
27824,-0.0009
27825,-0.008
27826,-0.0098999999999999
27827,0.0043999999999999
27828,-0.0089
27829,-0.024
27830,0.0346
27831,-0.024
27832,-0.0146
27833,0.011
27834,0.0252999999999999
27835,0.0101999999999999
27836,-0.0396
27837,0.0416
27838,0.0346
27839,-0.0036999999999999
27840,0.0046999999999999
27841,0.0346
27842,-0.0104
27843,0.0222999999999999
27844,0.0082999999999999
27845,-0.0087
27846,-0.0089
27847,0.0346
27848,0.0343
27849,-0.007
27850,-0.0104
27851,-0.0244999999999999
27852,-0.0084
27853,0.0111999999999999
27854,-0.0089
27855,-0.007
27856,-0.0098999999999999
27857,-0.0135
27858,0.0346
27859,0.0045
27860,0.0093999999999999
27861,0.0036
27862,0.0179
27863,0.0252999999999999
27864,0.0021
27865,0.0172
27866,0.0075999999999999
27867,-0.0112999999999999
27868,0.0036
27869,-0.0087
27870,0.0346
27871,0.0222999999999999
27872,0.0046999999999999
27873,0.0135
27874,0.011
27875,0.0030999999999999
27876,0.0021
27877,-0.0032
27878,-0.0135
27879,-0.008
27880,-0.0135
27881,-0.0039
27882,-0.0135
27883,0.0399999999999999
27884,0.0346
27885,0.0346
27886,0.011
27887,0.0046999999999999
27888,0.0346
27889,0.0013
27890,0.0346
27891,0.0346
27892,0.0036999999999999
27893,-0.0161999999999999
27894,0.0346
27895,-0.0135
27896,0.011
27897,0.0179
27898,0.0112999999999999
27899,-0.0039
27900,-0.0087
27901,-0.0396
27902,0.0175
27903,0.0098999999999999
27904,-0.007
27905,-0.0145
27906,-0.0112999999999999
27907,0.0346
27908,0.0082999999999999
27909,0.0346
27910,0.0346
27911,-0.0348999999999999
27912,-0.0102999999999999
27913,-0.0074
27914,0.0021
27915,-0.024
27916,0.0101999999999999
27917,0.011
27918,0.0081999999999999
27919,0.0346
27920,-0.024
27921,-0.0112999999999999
27922,-9.9999999999989e-05
27923,-0.0145
27924,0.0055999999999999
27925,-0.0005999999999999
27926,-0.0039
27927,-0.0244999999999999
27928,-0.0230999999999999
27929,0.0346
27930,0.0417
27931,0.0075
27932,0.0252999999999999
27933,-0.0039
27934,-0.0104
27935,-0.0396
27936,-0.0102999999999999
27937,-0.0102999999999999
27938,-0.0045
27939,-9.9999999999989e-05
27940,0.0081999999999999
27941,-0.0193999999999999
27942,-0.0016
27943,-0.0098999999999999
27944,-0.0102999999999999
27945,0.0399999999999999
27946,-0.0257
27947,-0.0146
27948,0.0093999999999999
27949,0.0065999999999999
27950,-0.0045
27951,-0.0348999999999999
27952,-0.0126
27953,0.0343
27954,-0.0098999999999999
27955,-0.0166999999999999
27956,-0.0161999999999999
27957,-0.0009
27958,-0.0103999999999999
27959,0.011
27960,-0.0135
27961,-0.0002999999999999
27962,-0.0039
27963,-0.0057
27964,-0.0074
27965,-9.9999999999989e-05
27966,-0.0074
27967,-0.021
27968,0.0081999999999999
27969,0.0346
27970,-0.0193999999999999
27971,-0.0230999999999999
27972,-0.008
27973,-0.0005999999999999
27974,0.0346
27975,-9.9999999999989e-05
27976,0.0416
27977,-0.0166999999999999
27978,0.0346
27979,-0.0002999999999999
27980,-0.0326
27981,-0.0126
27982,0.0098999999999999
27983,0.0095999999999999
27984,0.0097
27985,-0.0326
27986,-0.0230999999999999
27987,0.0057999999999999
27988,0.0186999999999999
27989,-0.024
27990,-0.0161999999999999
27991,-0.0135
27992,0.0045
27993,-0.0009
27994,-0.0262
27995,-0.0102999999999999
27996,0.0179
27997,0.0346
27998,-0.0326
27999,0.0015999999999999
28000,0.0346
28001,-0.008
28002,0.0416
28003,-0.0039
28004,0.0346
28005,0.0166
28006,0.0197999999999999
28007,-9.9999999999989e-05
28008,0.0043999999999999
28009,0.0081999999999999
28010,-0.0084
28011,-0.0135
28012,0.011
28013,-0.0102999999999999
28014,-0.0135
28015,0.0343
28016,-0.0087
28017,-9.9999999999989e-05
28018,0.0346
28019,0.0346
28020,0.0417
28021,0.0399999999999999
28022,-0.0112999999999999
28023,-0.024
28024,-0.0135
28025,0.0075999999999999
28026,-0.007
28027,-0.0326
28028,-0.0102999999999999
28029,-0.0161999999999999
28030,0.0112999999999999
28031,0.0134
28032,0.0134
28033,0.0043999999999999
28034,0.0046999999999999
28035,-0.015
28036,0.0339999999999999
28037,0.0346
28038,-0.0039
28039,0.0197999999999999
28040,-0.0326
28041,0.0346
28042,0.0417
28043,0.0057999999999999
28044,0.0111999999999999
28045,0.011
28046,0.0346
28047,-0.0032
28048,0.0346
28049,-0.0078999999999999
28050,0.0082999999999999
28051,-0.0016
28052,0.0346
28053,0.0416
28054,0.0346
28055,-0.0045
28056,-0.0135
28057,0.011
28058,0.0399999999999999
28059,0.014
28060,-0.0161999999999999
28061,0.0346
28062,0.0399999999999999
28063,0.0075
28064,0.0343
28065,-0.0039
28066,0.0346
28067,0.0134
28068,-0.0036999999999999
28069,0.0075
28070,0.0075999999999999
28071,-0.0027999999999999
28072,0.0175
28073,0.011
28074,-0.007
28075,-0.0257
28076,-0.0005999999999999
28077,-0.0036999999999999
28078,-0.0145
28079,0.0346
28080,0.0036999999999999
28081,0.011
28082,0.0346
28083,-0.0089
28084,0.0346
28085,-0.0135
28086,0.0030999999999999
28087,-0.0089
28088,-0.0146999999999999
28089,-0.0145
28090,0.0015999999999999
28091,0.0346
28092,-0.0135
28093,-9.9999999999989e-05
28094,-0.0244999999999999
28095,-0.0084
28096,-0.0135
28097,0.011
28098,-0.024
28099,-0.0039
28100,-9.9999999999989e-05
28101,0.0339999999999999
28102,-0.0135
28103,0.0197999999999999
28104,-0.0002999999999999
28105,0.0097
28106,0.0082999999999999
28107,0.0417
28108,0.0041999999999999
28109,0.0346
28110,-0.0102999999999999
28111,-0.0002999999999999
28112,0.0105
28113,-0.0035999999999999
28114,0.0041999999999999
28115,-0.0004
28116,-0.0027999999999999
28117,-0.0135
28118,0.0346
28119,-0.0262
28120,-0.0009
28121,-0.0009
28122,0.0050999999999999
28123,0.0112999999999999
28124,-0.0396
28125,-0.0161999999999999
28126,0.0346
28127,0.0346
28128,-0.0036999999999999
28129,0.0093999999999999
28130,0.0081999999999999
28131,0.0093999999999999
28132,-0.0045
28133,-9.9999999999989e-05
28134,-9.9999999999989e-05
28135,-0.0244999999999999
28136,0.0095999999999999
28137,0.0346
28138,0.0036
28139,-0.0016
28140,0.0346
28141,-0.0104
28142,0.0043999999999999
28143,-0.0084
28144,-0.0098999999999999
28145,0.0346
28146,-0.0036999999999999
28147,0.0057999999999999
28148,-0.015
28149,-0.007
28150,0.0036
28151,-0.024
28152,0.0093999999999999
28153,0.0036
28154,-0.0102999999999999
28155,0.0036
28156,0.0182
28157,0.0140999999999999
28158,-0.0045
28159,0.0
28160,0.0095999999999999
28161,-9.9999999999989e-05
28162,0.0346
28163,-0.0039
28164,-0.0396
28165,0.0045
28166,-0.0135
28167,0.0182
28168,-0.0230999999999999
28169,0.0134
28170,0.0493
28171,-0.0045
28172,0.011
28173,-0.021
28174,-0.0009
28175,0.0046999999999999
28176,-0.0126
28177,0.0075999999999999
28178,-0.0126
28179,0.0339999999999999
28180,0.0346
28181,0.0346
28182,0.0139
28183,-0.0166999999999999
28184,-0.0396
28185,-9.9999999999989e-05
28186,0.0346
28187,0.0082999999999999
28188,0.0186999999999999
28189,0.0252999999999999
28190,0.0097
28191,-0.0057
28192,0.0140999999999999
28193,-0.0135
28194,0.0182
28195,0.0097
28196,-0.0145
28197,-9.9999999999989e-05
28198,-0.0036999999999999
28199,-0.021
28200,0.0075999999999999
28201,0.011
28202,0.0493
28203,-0.015
28204,0.0055999999999999
28205,-0.0135
28206,0.0346
28207,-9.9999999999989e-05
28208,0.0045
28209,-0.0039
28210,0.0493
28211,0.0081999999999999
28212,0.0093999999999999
28213,-0.0257
28214,0.0252999999999999
28215,0.0346
28216,-0.0230999999999999
28217,0.0346
28218,-0.0135
28219,-0.0262
28220,0.0346
28221,-0.0135
28222,0.0105
28223,-0.0126
28224,0.0046999999999999
28225,-0.0098999999999999
28226,0.0139
28227,-0.007
28228,0.0346
28229,-0.0045
28230,-0.0104
28231,0.0082999999999999
28232,0.0343
28233,0.0417
28234,0.0346
28235,0.008
28236,0.0050999999999999
28237,-0.0004
28238,0.002
28239,0.0030999999999999
28240,0.0065999999999999
28241,0.0082999999999999
28242,-0.0039
28243,-0.0039
28244,-0.0098999999999999
28245,0.0175
28246,-0.008
28247,0.0075
28248,-9.9999999999989e-05
28249,0.0101999999999999
28250,0.0098999999999999
28251,-0.0005999999999999
28252,0.0134
28253,-0.0161999999999999
28254,-0.0039
28255,0.0111999999999999
28256,-9.9999999999989e-05
28257,0.0346
28258,-0.0126
28259,0.0075
28260,-0.021
28261,0.0075999999999999
28262,0.0186999999999999
28263,-0.0262
28264,0.0065999999999999
28265,-0.0326
28266,-0.0042999999999999
28267,0.0182
28268,0.0013
28269,0.0
28270,-0.024
28271,0.0346
28272,0.0346
28273,0.0081999999999999
28274,-0.0244999999999999
28275,0.0050999999999999
28276,-0.024
28277,0.0081999999999999
28278,0.0346
28279,-0.0396
28280,0.0046999999999999
28281,0.0139
28282,0.0346
28283,0.0346
28284,0.0346
28285,0.0112999999999999
28286,-0.0035999999999999
28287,0.0166
28288,0.0339999999999999
28289,-9.9999999999989e-05
28290,-0.024
28291,0.0346
28292,-0.0042999999999999
28293,-0.0161999999999999
28294,-0.0326
28295,0.0036999999999999
28296,0.0134
28297,-0.0135
28298,0.0399999999999999
28299,0.0081999999999999
28300,-0.0103999999999999
28301,0.0346
28302,0.014
28303,0.0101999999999999
28304,0.0093999999999999
28305,-0.0103999999999999
28306,0.0346
28307,-0.0039
28308,0.0346
28309,0.0346
28310,0.0097
28311,-0.0009
28312,-0.0084
28313,0.0339999999999999
28314,-0.0005999999999999
28315,0.0093999999999999
28316,0.0166
28317,0.0346
28318,-0.0396
28319,-0.0146
28320,0.0493
28321,0.0346
28322,0.0346
28323,0.0417
28324,0.0065999999999999
28325,0.0098999999999999
28326,0.0172
28327,-0.0257
28328,-0.0166999999999999
28329,0.002
28330,-0.0166999999999999
28331,0.0346
28332,0.0417
28333,-0.0135
28334,-0.024
28335,0.0399999999999999
28336,0.002
28337,-0.0262
28338,-0.0103999999999999
28339,0.0416
28340,0.0036
28341,0.0399999999999999
28342,-9.9999999999989e-05
28343,-0.0035999999999999
28344,0.0065999999999999
28345,0.0036
28346,0.0046999999999999
28347,0.0399999999999999
28348,-0.0230999999999999
28349,-0.0004
28350,0.011
28351,-0.0103999999999999
28352,0.0346
28353,-0.0045
28354,0.0417
28355,-0.015
28356,0.0013
28357,-0.0102999999999999
28358,0.0416
28359,0.0045
28360,-0.0102999999999999
28361,-0.0135
28362,-0.0244999999999999
28363,0.0081999999999999
28364,0.0041999999999999
28365,0.0081999999999999
28366,0.011
28367,-0.0112999999999999
28368,0.0346
28369,-0.0087
28370,-0.0098999999999999
28371,0.0043999999999999
28372,0.0346
28373,0.0346
28374,0.0346
28375,0.0093999999999999
28376,0.0346
28377,-0.0112999999999999
28378,-0.007
28379,0.0346
28380,-0.0145
28381,0.0346
28382,-0.0027999999999999
28383,-0.024
28384,-0.015
28385,0.0112999999999999
28386,-0.0112999999999999
28387,-0.0027999999999999
28388,0.0081999999999999
28389,-0.0135
28390,-0.0016
28391,0.0075
28392,0.0112999999999999
28393,0.0346
28394,-0.0084
28395,-0.0146
28396,-0.024
28397,-0.0005999999999999
28398,0.0036
28399,-9.9999999999989e-05
28400,0.0045
28401,-0.0244999999999999
28402,0.0346
28403,0.0043999999999999
28404,-0.0211
28405,0.0346
28406,0.0098999999999999
28407,0.0493
28408,0.0098999999999999
